STATION,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,8/28/1970,0,,94,73
USW00012918,8/29/1970,0.02,,89,74
USW00012918,8/30/1970,0.01,,90,76
USW00012918,8/31/1970,0.01,,92,72
USW00012918,9/1/1970,2.7,,81,73
USW00012918,9/2/1970,0.51,,88,74
USW00012918,9/3/1970,0.1,,93,78
USW00012918,9/4/1970,0,,95,77
USW00012918,9/5/1970,0.01,,93,76
USW00012918,9/6/1970,0,,94,77
USW00012918,9/7/1970,0,,94,75
USW00012918,9/8/1970,0,,94,74
USW00012918,9/9/1970,0,,92,74
USW00012918,9/10/1970,0,,91,76
USW00012918,9/11/1970,0.07,,90,76
USW00012918,9/12/1970,2.02,,82,74
USW00012918,9/13/1970,0.02,,92,75
USW00012918,9/14/1970,0.02,,92,76
USW00012918,9/15/1970,1.55,,91,76
USW00012918,9/16/1970,1.06,,88,76
USW00012918,9/17/1970,0.03,,92,76
USW00012918,9/18/1970,0,,91,75
USW00012918,9/19/1970,0,,92,75
USW00012918,9/20/1970,0.3,,90,77
USW00012918,9/21/1970,0.19,,91,76
USW00012918,9/22/1970,0,,92,77
USW00012918,9/23/1970,0.82,,80,71
USW00012918,9/24/1970,0.08,,85,70
USW00012918,9/25/1970,0.38,,88,74
USW00012918,9/26/1970,0,,83,68
USW00012918,9/27/1970,0,,75,65
USW00012918,9/28/1970,0,,80,61
USW00012918,9/29/1970,0,,82,60
USW00012918,9/30/1970,0,,83,60
USW00012918,10/1/1970,0,,85,61
USW00012918,10/2/1970,0,,88,63
USW00012918,10/3/1970,0,,90,68
USW00012918,10/4/1970,0,,90,69
USW00012918,10/5/1970,0.2,,81,72
USW00012918,10/6/1970,0.07,,87,71
USW00012918,10/7/1970,0,,90,71
USW00012918,10/8/1970,0.26,,89,57
USW00012918,10/9/1970,0,,70,49
USW00012918,10/10/1970,0,,68,50
USW00012918,10/11/1970,3.89,,70,63
USW00012918,10/12/1970,0.17,,70,61
USW00012918,10/13/1970,0,,80,59
USW00012918,10/14/1970,0,,81,57
USW00012918,10/15/1970,0,,74,59
USW00012918,10/16/1970,0,,72,55
USW00012918,10/17/1970,0,,71,52
USW00012918,10/18/1970,0,,75,55
USW00012918,10/19/1970,0.05,,76,57
USW00012918,10/20/1970,0,,79,53
USW00012918,10/21/1970,0,,80,57
USW00012918,10/22/1970,0.22,,83,66
USW00012918,10/23/1970,2.25,,80,60
USW00012918,10/24/1970,0,,85,59
USW00012918,10/25/1970,0,,88,60
USW00012918,10/26/1970,0,,87,73
USW00012918,10/27/1970,0.98,,90,59
USW00012918,10/28/1970,0.28,,69,51
USW00012918,10/29/1970,0,,71,46
USW00012918,10/30/1970,0,,75,46
USW00012918,10/31/1970,0,,77,47
USW00012918,11/1/1970,0,,81,54
USW00012918,11/2/1970,0.08,,65,50
USW00012918,11/3/1970,0,,62,43
USW00012918,11/4/1970,0,,59,37
USW00012918,11/5/1970,0,,66,38
USW00012918,11/6/1970,0,,73,41
USW00012918,11/7/1970,0,,81,50
USW00012918,11/8/1970,0.03,,78,62
USW00012918,11/9/1970,0.57,,73,50
USW00012918,11/10/1970,0,,72,45
USW00012918,11/11/1970,0,,79,39
USW00012918,11/12/1970,0,,68,44
USW00012918,11/13/1970,1.1,,72,48
USW00012918,11/14/1970,0,,56,47
USW00012918,11/15/1970,0,,50,34
USW00012918,11/16/1970,0,,62,30
USW00012918,11/17/1970,0,,75,40
USW00012918,11/18/1970,0,,73,43
USW00012918,11/19/1970,0,,80,52
USW00012918,11/20/1970,0,,73,47
USW00012918,11/21/1970,0,,78,45
USW00012918,11/22/1970,0,,82,53
USW00012918,11/23/1970,0,,53,37
USW00012918,11/24/1970,0,,48,30
USW00012918,11/25/1970,0,,68,35
USW00012918,11/26/1970,0,,81,64
USW00012918,11/27/1970,0,,81,65
USW00012918,11/28/1970,0,,83,64
USW00012918,11/29/1970,0,,81,63
USW00012918,11/30/1970,0,,81,65
USW00012918,12/1/1970,0,,82,60
USW00012918,12/2/1970,0,,83,59
USW00012918,12/3/1970,0,,84,65
USW00012918,12/4/1970,0,,82,61
USW00012918,12/5/1970,0,,82,63
USW00012918,12/6/1970,0,,70,53
USW00012918,12/7/1970,0,,66,45
USW00012918,12/8/1970,0,,75,48
USW00012918,12/9/1970,0,,79,59
USW00012918,12/10/1970,0,,77,58
USW00012918,12/11/1970,0,,71,42
USW00012918,12/12/1970,0,,61,37
USW00012918,12/13/1970,0.16,,51,46
USW00012918,12/14/1970,0,,60,40
USW00012918,12/15/1970,0,,67,54
USW00012918,12/16/1970,0,,67,41
USW00012918,12/17/1970,0,,70,36
USW00012918,12/18/1970,0,,76,52
USW00012918,12/19/1970,0,,77,68
USW00012918,12/20/1970,0.05,,78,61
USW00012918,12/21/1970,0,,82,62
USW00012918,12/22/1970,0,,82,68
USW00012918,12/23/1970,0.08,,74,53
USW00012918,12/24/1970,0,,65,40
USW00012918,12/25/1970,0,,69,55
USW00012918,12/26/1970,0,,63,33
USW00012918,12/27/1970,0,,74,44
USW00012918,12/28/1970,0,,78,62
USW00012918,12/29/1970,0,,81,58
USW00012918,12/30/1970,0.2,,63,50
USW00012918,12/31/1970,0,,64,40
USW00012918,1/1/1971,0,,68,44
USW00012918,1/2/1971,0.01,,71,55
USW00012918,1/3/1971,0,,76,54
USW00012918,1/4/1971,0,,55,35
USW00012918,1/5/1971,0,,44,30
USW00012918,1/6/1971,0.05,,39,32
USW00012918,1/7/1971,0.03,,37,30
USW00012918,1/8/1971,0.08,,40,30
USW00012918,1/9/1971,0,,66,28
USW00012918,1/10/1971,0,,79,53
USW00012918,1/11/1971,0.01,,77,54
USW00012918,1/12/1971,0.02,,75,58
USW00012918,1/13/1971,0,,79,66
USW00012918,1/14/1971,0,,84,65
USW00012918,1/15/1971,0,,74,48
USW00012918,1/16/1971,0,,66,40
USW00012918,1/17/1971,0,,74,47
USW00012918,1/18/1971,0,,73,48
USW00012918,1/19/1971,0,,52,33
USW00012918,1/20/1971,0,,62,34
USW00012918,1/21/1971,0,,76,47
USW00012918,1/22/1971,0,,79,62
USW00012918,1/23/1971,0,,79,61
USW00012918,1/24/1971,0,,83,64
USW00012918,1/25/1971,0,,82,62
USW00012918,1/26/1971,0,,76,51
USW00012918,1/27/1971,0,,63,43
USW00012918,1/28/1971,0,,73,43
USW00012918,1/29/1971,0,,80,58
USW00012918,1/30/1971,0,,80,65
USW00012918,1/31/1971,0,,76,49
USW00012918,2/1/1971,0,,51,46
USW00012918,2/2/1971,0.03,,56,41
USW00012918,2/3/1971,0,,78,56
USW00012918,2/4/1971,0.09,,80,51
USW00012918,2/5/1971,0,,65,37
USW00012918,2/6/1971,0.54,,74,44
USW00012918,2/7/1971,0,,58,36
USW00012918,2/8/1971,0,,49,26
USW00012918,2/9/1971,0,,53,26
USW00012918,2/10/1971,0,,65,29
USW00012918,2/11/1971,0,,74,49
USW00012918,2/12/1971,0.04,,66,48
USW00012918,2/13/1971,0,,63,36
USW00012918,2/14/1971,0,,74,38
USW00012918,2/15/1971,0,,80,52
USW00012918,2/16/1971,0,,80,56
USW00012918,2/17/1971,0,,80,56
USW00012918,2/18/1971,0,,78,64
USW00012918,2/19/1971,0.09,,78,59
USW00012918,2/20/1971,0.03,,72,64
USW00012918,2/21/1971,0,,75,42
USW00012918,2/22/1971,0,,59,32
USW00012918,2/23/1971,0,,70,34
USW00012918,2/24/1971,0,,65,51
USW00012918,2/25/1971,0.22,,74,52
USW00012918,2/26/1971,0.5,,83,61
USW00012918,2/27/1971,0,,73,51
USW00012918,2/28/1971,0,,74,50
USW00012918,3/1/1971,0.12,,67,61
USW00012918,3/2/1971,0.57,,65,42
USW00012918,3/3/1971,0,,55,36
USW00012918,3/4/1971,0,,60,28
USW00012918,3/5/1971,0,,73,45
USW00012918,3/6/1971,0,,74,45
USW00012918,3/7/1971,0,,62,38
USW00012918,3/8/1971,0,,68,36
USW00012918,3/9/1971,0.01,,73,46
USW00012918,3/10/1971,0,,71,47
USW00012918,3/11/1971,0,,80,54
USW00012918,3/12/1971,0,,87,63
USW00012918,3/13/1971,0,,87,63
USW00012918,3/14/1971,0,,85,67
USW00012918,3/15/1971,0,,79,54
USW00012918,3/16/1971,0,,85,48
USW00012918,3/17/1971,0,,85,51
USW00012918,3/18/1971,0.66,,72,59
USW00012918,3/19/1971,0,,72,45
USW00012918,3/20/1971,0,,69,40
USW00012918,3/21/1971,0,,69,39
USW00012918,3/22/1971,0,,90,61
USW00012918,3/23/1971,0,,89,58
USW00012918,3/24/1971,0,,61,55
USW00012918,3/25/1971,0,,85,51
USW00012918,3/26/1971,0,,73,47
USW00012918,3/27/1971,0,,73,51
USW00012918,3/28/1971,0,,81,68
USW00012918,3/29/1971,0,,81,60
USW00012918,3/30/1971,0,,80,47
USW00012918,3/31/1971,0,,76,45
USW00012918,4/1/1971,0.1,,77,60
USW00012918,4/2/1971,0,,72,50
USW00012918,4/3/1971,0,,70,45
USW00012918,4/4/1971,0,,73,54
USW00012918,4/5/1971,0,,74,52
USW00012918,4/6/1971,0,,65,47
USW00012918,4/7/1971,0,,71,41
USW00012918,4/8/1971,0,,76,42
USW00012918,4/9/1971,0,,77,50
USW00012918,4/10/1971,0,,74,54
USW00012918,4/11/1971,0,,76,53
USW00012918,4/12/1971,0,,81,52
USW00012918,4/13/1971,0,,82,58
USW00012918,4/14/1971,0,,82,56
USW00012918,4/15/1971,0,,81,53
USW00012918,4/16/1971,1.21,,75,60
USW00012918,4/17/1971,0.49,,75,60
USW00012918,4/18/1971,0,,82,66
USW00012918,4/19/1971,0,,82,71
USW00012918,4/20/1971,0,,74,60
USW00012918,4/21/1971,0,,84,61
USW00012918,4/22/1971,0,,81,71
USW00012918,4/23/1971,0,,87,65
USW00012918,4/24/1971,0,,82,58
USW00012918,4/25/1971,0,,81,59
USW00012918,4/26/1971,0,,83,71
USW00012918,4/27/1971,0,,85,70
USW00012918,4/28/1971,0,,82,68
USW00012918,4/29/1971,0,,83,71
USW00012918,4/30/1971,0,,79,62
USW00012918,5/1/1971,0,,81,54
USW00012918,5/2/1971,0,,85,59
USW00012918,5/3/1971,0,,87,59
USW00012918,5/4/1971,0,,82,60
USW00012918,5/5/1971,0,,84,70
USW00012918,5/6/1971,0.19,,79,72
USW00012918,5/7/1971,0,,84,73
USW00012918,5/8/1971,0,,83,71
USW00012918,5/9/1971,0,,81,71
USW00012918,5/10/1971,0,,87,74
USW00012918,5/11/1971,1.35,,79,64
USW00012918,5/12/1971,0,,73,59
USW00012918,5/13/1971,0,,73,56
USW00012918,5/14/1971,0,,80,52
USW00012918,5/15/1971,0,,83,56
USW00012918,5/16/1971,0,,83,61
USW00012918,5/17/1971,0,,81,60
USW00012918,5/18/1971,0,,84,67
USW00012918,5/19/1971,0,,87,68
USW00012918,5/20/1971,0,,82,69
USW00012918,5/21/1971,0,,88,68
USW00012918,5/22/1971,0,,84,72
USW00012918,5/23/1971,0,,83,72
USW00012918,5/24/1971,0.42,,82,68
USW00012918,5/25/1971,0,,86,70
USW00012918,5/26/1971,0,,87,70
USW00012918,5/27/1971,0,,89,71
USW00012918,5/28/1971,0.16,,91,70
USW00012918,5/29/1971,0,,84,71
USW00012918,5/30/1971,0,,88,70
USW00012918,5/31/1971,0,,88,73
USW00012918,6/1/1971,0,,82,72
USW00012918,6/2/1971,0,,90,70
USW00012918,6/3/1971,0,,89,70
USW00012918,6/4/1971,0,,89,69
USW00012918,6/5/1971,0,,90,68
USW00012918,6/6/1971,0,,91,66
USW00012918,6/7/1971,0,,92,68
USW00012918,6/8/1971,0,,89,69
USW00012918,6/9/1971,0,,93,70
USW00012918,6/10/1971,0,,92,72
USW00012918,6/11/1971,0,,91,73
USW00012918,6/12/1971,0,,92,72
USW00012918,6/13/1971,0,,95,70
USW00012918,6/14/1971,0,,95,70
USW00012918,6/15/1971,0,,96,72
USW00012918,6/16/1971,0,,92,74
USW00012918,6/17/1971,0,,94,70
USW00012918,6/18/1971,0.49,,87,72
USW00012918,6/19/1971,0.04,,90,72
USW00012918,6/20/1971,0.05,,86,73
USW00012918,6/21/1971,0.05,,91,72
USW00012918,6/22/1971,0.75,,92,72
USW00012918,6/23/1971,0,,92,70
USW00012918,6/24/1971,0,,93,70
USW00012918,6/25/1971,0,,90,73
USW00012918,6/26/1971,0,,91,73
USW00012918,6/27/1971,0,,90,74
USW00012918,6/28/1971,0,,92,75
USW00012918,6/29/1971,0.45,,91,76
USW00012918,6/30/1971,0,,91,74
USW00012918,7/1/1971,0,,94,73
USW00012918,7/2/1971,0,,96,74
USW00012918,7/3/1971,0,,95,72
USW00012918,7/4/1971,0,,96,72
USW00012918,7/5/1971,0,,96,72
USW00012918,7/6/1971,0,,96,73
USW00012918,7/7/1971,0.03,,96,76
USW00012918,7/8/1971,0.17,,93,75
USW00012918,7/9/1971,0,,95,74
USW00012918,7/10/1971,0.05,,91,75
USW00012918,7/11/1971,0,,93,74
USW00012918,7/12/1971,0,,92,73
USW00012918,7/13/1971,0,,96,73
USW00012918,7/14/1971,0,,97,72
USW00012918,7/15/1971,0,,98,73
USW00012918,7/16/1971,0,,95,73
USW00012918,7/17/1971,0,,95,72
USW00012918,7/18/1971,0.07,,94,72
USW00012918,7/19/1971,0,,93,73
USW00012918,7/20/1971,0.66,,99,71
USW00012918,7/21/1971,0,,95,71
USW00012918,7/22/1971,0,,96,75
USW00012918,7/23/1971,0,,93,75
USW00012918,7/24/1971,0,,96,78
USW00012918,7/25/1971,0,,95,77
USW00012918,7/26/1971,0,,92,75
USW00012918,7/27/1971,0.3,,94,74
USW00012918,7/28/1971,0,,95,74
USW00012918,7/29/1971,1.9,,97,75
USW00012918,7/30/1971,0.2,,89,74
USW00012918,7/31/1971,0,,85,72
USW00012918,8/1/1971,0.26,,86,71
USW00012918,8/2/1971,0.61,,84,72
USW00012918,8/3/1971,1.08,,77,73
USW00012918,8/4/1971,1.74,,79,70
USW00012918,8/5/1971,0.2,,85,71
USW00012918,8/6/1971,0.27,,87,69
USW00012918,8/7/1971,0,,91,72
USW00012918,8/8/1971,0.16,,90,74
USW00012918,8/9/1971,0.02,,85,73
USW00012918,8/10/1971,0,,91,73
USW00012918,8/11/1971,0.65,,93,73
USW00012918,8/12/1971,0,,92,73
USW00012918,8/13/1971,0,,92,75
USW00012918,8/14/1971,0,,91,73
USW00012918,8/15/1971,0,,92,74
USW00012918,8/16/1971,0,,92,74
USW00012918,8/17/1971,0,,91,72
USW00012918,8/18/1971,0,,91,73
USW00012918,8/19/1971,1.08,,90,75
USW00012918,8/20/1971,0.1,,91,75
USW00012918,8/21/1971,0,,90,75
USW00012918,8/22/1971,0,,91,75
USW00012918,8/23/1971,0,,92,76
USW00012918,8/24/1971,0,,93,74
USW00012918,8/25/1971,0.67,,93,73
USW00012918,8/26/1971,0,,93,73
USW00012918,8/27/1971,0,,94,75
USW00012918,8/28/1971,0.01,,95,74
USW00012918,8/29/1971,0,,88,74
USW00012918,8/30/1971,0,,91,73
USW00012918,8/31/1971,0.36,,89,73
USW00012918,9/1/1971,0,,88,72
USW00012918,9/2/1971,0,,92,74
USW00012918,9/3/1971,0.5,,93,75
USW00012918,9/4/1971,0.47,,92,75
USW00012918,9/5/1971,0,,93,74
USW00012918,9/6/1971,0.31,,96,75
USW00012918,9/7/1971,0,,92,74
USW00012918,9/8/1971,0,,92,73
USW00012918,9/9/1971,0.87,,81,74
USW00012918,9/10/1971,2.65,,82,76
USW00012918,9/11/1971,0.52,,83,76
USW00012918,9/12/1971,0,,91,75
USW00012918,9/13/1971,0,,91,75
USW00012918,9/14/1971,0,,86,70
USW00012918,9/15/1971,0.43,,82,74
USW00012918,9/16/1971,0,,88,72
USW00012918,9/17/1971,0,,85,70
USW00012918,9/18/1971,1.19,,85,71
USW00012918,9/19/1971,0.2,,72,63
USW00012918,9/20/1971,0,,69,59
USW00012918,9/21/1971,0,,79,66
USW00012918,9/22/1971,0,,84,71
USW00012918,9/23/1971,0.12,,86,72
USW00012918,9/24/1971,0.05,,87,72
USW00012918,9/25/1971,0,,88,74
USW00012918,9/26/1971,0,,89,71
USW00012918,9/27/1971,0,,90,75
USW00012918,9/28/1971,0.05,,90,74
USW00012918,9/29/1971,0,,89,74
USW00012918,9/30/1971,0,,89,71
USW00012918,10/1/1971,0,,89,71
USW00012918,10/2/1971,0,,90,72
USW00012918,10/3/1971,0,,90,72
USW00012918,10/4/1971,0.99,,82,70
USW00012918,10/5/1971,0.07,,76,73
USW00012918,10/6/1971,0.03,,85,71
USW00012918,10/7/1971,0,,86,64
USW00012918,10/8/1971,0,,87,66
USW00012918,10/9/1971,0,,77,65
USW00012918,10/10/1971,0,,75,52
USW00012918,10/11/1971,0,,80,52
USW00012918,10/12/1971,0,,79,58
USW00012918,10/13/1971,0,,82,65
USW00012918,10/14/1971,0,,83,62
USW00012918,10/15/1971,0,,87,69
USW00012918,10/16/1971,0.34,,82,73
USW00012918,10/17/1971,0.43,,80,75
USW00012918,10/18/1971,0,,87,74
USW00012918,10/19/1971,0,,88,73
USW00012918,10/20/1971,0.24,,79,73
USW00012918,10/21/1971,0,,80,62
USW00012918,10/22/1971,0,,79,58
USW00012918,10/23/1971,0,,79,59
USW00012918,10/24/1971,0,,80,56
USW00012918,10/25/1971,0,,81,57
USW00012918,10/26/1971,0,,83,63
USW00012918,10/27/1971,0,,84,64
USW00012918,10/28/1971,0,,87,67
USW00012918,10/29/1971,0,,85,66
USW00012918,10/30/1971,0,,85,62
USW00012918,10/31/1971,0,,84,65
USW00012918,11/1/1971,0,,85,67
USW00012918,11/2/1971,0,,86,67
USW00012918,11/3/1971,0,,76,53
USW00012918,11/4/1971,0,,71,46
USW00012918,11/5/1971,0,,79,51
USW00012918,11/6/1971,0,,83,59
USW00012918,11/7/1971,0,,66,53
USW00012918,11/8/1971,0,,66,46
USW00012918,11/9/1971,0.07,,76,57
USW00012918,11/10/1971,0,,71,47
USW00012918,11/11/1971,0,,74,43
USW00012918,11/12/1971,0,,81,49
USW00012918,11/13/1971,0,,85,62
USW00012918,11/14/1971,0,,83,64
USW00012918,11/15/1971,0,,80,64
USW00012918,11/16/1971,0,,79,60
USW00012918,11/17/1971,0,,81,69
USW00012918,11/18/1971,1.61,,76,54
USW00012918,11/19/1971,0,,65,45
USW00012918,11/20/1971,0,,73,43
USW00012918,11/21/1971,0,,76,49
USW00012918,11/22/1971,0,,57,48
USW00012918,11/23/1971,0.56,,53,45
USW00012918,11/24/1971,0,,56,47
USW00012918,11/25/1971,0,,63,41
USW00012918,11/26/1971,0,,79,55
USW00012918,11/27/1971,0,,68,49
USW00012918,11/28/1971,0.03,,79,53
USW00012918,11/29/1971,0,,71,44
USW00012918,11/30/1971,0.02,,59,53
USW00012918,12/1/1971,0,,55,49
USW00012918,12/2/1971,1.34,,51,44
USW00012918,12/3/1971,0,,46,42
USW00012918,12/4/1971,0,,49,44
USW00012918,12/5/1971,2.53,,56,47
USW00012918,12/6/1971,0.77,,51,45
USW00012918,12/7/1971,0,,69,40
USW00012918,12/8/1971,0.12,,71,59
USW00012918,12/9/1971,0.08,,80,71
USW00012918,12/10/1971,0.15,,74,52
USW00012918,12/11/1971,0,,70,47
USW00012918,12/12/1971,0.51,,76,59
USW00012918,12/13/1971,0,,77,53
USW00012918,12/14/1971,0.05,,76,61
USW00012918,12/15/1971,0.03,,73,57
USW00012918,12/16/1971,0.04,,82,65
USW00012918,12/17/1971,0.08,,71,55
USW00012918,12/18/1971,0,,60,47
USW00012918,12/19/1971,0,,75,53
USW00012918,12/20/1971,0,,78,58
USW00012918,12/21/1971,0,,78,50
USW00012918,12/22/1971,0,,59,47
USW00012918,12/23/1971,0,,74,48
USW00012918,12/24/1971,0,,76,55
USW00012918,12/25/1971,0,,75,59
USW00012918,12/26/1971,0,,78,58
USW00012918,12/27/1971,0,,80,60
USW00012918,12/28/1971,0,,80,62
USW00012918,12/29/1971,0,,80,61
USW00012918,12/30/1971,0.02,,78,64
USW00012918,12/31/1971,0,,67,58
USW00012918,1/1/1972,0.41,,75,58
USW00012918,1/2/1972,0,,65,50
USW00012918,1/3/1972,0.06,,77,50
USW00012918,1/4/1972,0.16,,71,29
USW00012918,1/5/1972,0,,43,25
USW00012918,1/6/1972,0,,55,25
USW00012918,1/7/1972,0,,60,35
USW00012918,1/8/1972,0,,72,43
USW00012918,1/9/1972,0,,83,66
USW00012918,1/10/1972,0,,77,52
USW00012918,1/11/1972,0,,73,50
USW00012918,1/12/1972,0,,80,49
USW00012918,1/13/1972,0,,78,50
USW00012918,1/14/1972,0,,62,44
USW00012918,1/15/1972,0,,51,34
USW00012918,1/16/1972,0,,50,27
USW00012918,1/17/1972,0,,67,33
USW00012918,1/18/1972,0,,73,57
USW00012918,1/19/1972,0.37,,77,63
USW00012918,1/20/1972,0,,82,64
USW00012918,1/21/1972,0,,76,65
USW00012918,1/22/1972,0,,81,64
USW00012918,1/23/1972,0,,85,66
USW00012918,1/24/1972,0,,82,68
USW00012918,1/25/1972,0,,69,57
USW00012918,1/26/1972,0,,69,58
USW00012918,1/27/1972,0,,82,65
USW00012918,1/28/1972,0.13,,66,51
USW00012918,1/29/1972,1.09,,59,45
USW00012918,1/30/1972,1.45,,46,39
USW00012918,1/31/1972,0.16,,49,36
USW00012918,2/1/1972,0,,53,36
USW00012918,2/2/1972,0,,63,38
USW00012918,2/3/1972,0,,47,28
USW00012918,2/4/1972,0,,52,28
USW00012918,2/5/1972,0,,63,36
USW00012918,2/6/1972,0.07,,74,53
USW00012918,2/7/1972,0,,53,42
USW00012918,2/8/1972,0,,51,36
USW00012918,2/9/1972,0,,63,34
USW00012918,2/10/1972,0.13,,64,43
USW00012918,2/11/1972,1.44,,64,48
USW00012918,2/12/1972,0,,63,43
USW00012918,2/13/1972,0,,68,44
USW00012918,2/14/1972,0,,69,48
USW00012918,2/15/1972,0,,74,59
USW00012918,2/16/1972,0,,72,50
USW00012918,2/17/1972,0,,78,48
USW00012918,2/18/1972,0,,72,50
USW00012918,2/19/1972,0,,72,45
USW00012918,2/20/1972,0,,70,45
USW00012918,2/21/1972,0,,76,55
USW00012918,2/22/1972,0,,80,56
USW00012918,2/23/1972,0,,80,56
USW00012918,2/24/1972,0,,83,58
USW00012918,2/25/1972,0,,83,59
USW00012918,2/26/1972,0,,79,62
USW00012918,2/27/1972,0,,74,58
USW00012918,2/28/1972,0,,78,54
USW00012918,2/29/1972,0.38,,70,61
USW00012918,3/1/1972,0,,82,54
USW00012918,3/2/1972,0,,62,42
USW00012918,3/3/1972,0,,67,40
USW00012918,3/4/1972,0,,81,54
USW00012918,3/5/1972,0,,71,53
USW00012918,3/6/1972,0,,69,53
USW00012918,3/7/1972,0,,80,65
USW00012918,3/8/1972,0,,74,59
USW00012918,3/9/1972,0,,65,52
USW00012918,3/10/1972,0,,71,51
USW00012918,3/11/1972,0,,81,55
USW00012918,3/12/1972,0,,80,63
USW00012918,3/13/1972,0,,81,58
USW00012918,3/14/1972,0,,80,59
USW00012918,3/15/1972,0.27,,78,62
USW00012918,3/16/1972,0,,83,54
USW00012918,3/17/1972,0,,87,53
USW00012918,3/18/1972,0,,83,55
USW00012918,3/19/1972,0,,77,54
USW00012918,3/20/1972,0.64,,74,60
USW00012918,3/21/1972,0,,80,56
USW00012918,3/22/1972,0,,78,57
USW00012918,3/23/1972,0,,79,51
USW00012918,3/24/1972,0,,77,62
USW00012918,3/25/1972,0.01,,78,60
USW00012918,3/26/1972,0,,76,59
USW00012918,3/27/1972,0,,82,69
USW00012918,3/28/1972,0,,91,66
USW00012918,3/29/1972,0,,71,54
USW00012918,3/30/1972,0,,60,48
USW00012918,3/31/1972,0,,70,43
USW00012918,4/1/1972,0,,74,45
USW00012918,4/2/1972,0,,81,53
USW00012918,4/3/1972,0,,80,60
USW00012918,4/4/1972,0,,81,59
USW00012918,4/5/1972,0,,80,59
USW00012918,4/6/1972,0,,85,68
USW00012918,4/7/1972,0,,90,69
USW00012918,4/8/1972,0,,85,61
USW00012918,4/9/1972,0,,68,55
USW00012918,4/10/1972,0,,84,68
USW00012918,4/11/1972,0,,85,71
USW00012918,4/12/1972,0,,87,69
USW00012918,4/13/1972,0,,90,72
USW00012918,4/14/1972,0,,89,73
USW00012918,4/15/1972,0,,88,66
USW00012918,4/16/1972,0,,89,54
USW00012918,4/17/1972,0,,83,59
USW00012918,4/18/1972,0,,82,62
USW00012918,4/19/1972,0,,88,73
USW00012918,4/20/1972,0,,87,70
USW00012918,4/21/1972,0.68,,87,63
USW00012918,4/22/1972,0,,81,55
USW00012918,4/23/1972,0,,85,56
USW00012918,4/24/1972,0,,87,63
USW00012918,4/25/1972,0,,80,61
USW00012918,4/26/1972,0,,81,62
USW00012918,4/27/1972,6.2,,76,62
USW00012918,4/28/1972,0.1,,80,65
USW00012918,4/29/1972,0,,83,67
USW00012918,4/30/1972,0,,87,68
USW00012918,5/1/1972,0,,84,71
USW00012918,5/2/1972,1.07,,81,67
USW00012918,5/3/1972,0,,83,67
USW00012918,5/4/1972,0,,82,60
USW00012918,5/5/1972,0,,82,60
USW00012918,5/6/1972,0.1,,81,67
USW00012918,5/7/1972,1.49,,73,68
USW00012918,5/8/1972,0,,80,66
USW00012918,5/9/1972,0,,84,65
USW00012918,5/10/1972,2,,70,66
USW00012918,5/11/1972,0.12,,77,66
USW00012918,5/12/1972,2.44,,75,67
USW00012918,5/13/1972,0,,83,66
USW00012918,5/14/1972,0,,83,66
USW00012918,5/15/1972,0,,85,69
USW00012918,5/16/1972,0.4,,85,66
USW00012918,5/17/1972,0,,86,64
USW00012918,5/18/1972,0,,89,66
USW00012918,5/19/1972,0,,87,66
USW00012918,5/20/1972,0,,87,65
USW00012918,5/21/1972,0,,88,64
USW00012918,5/22/1972,0,,88,67
USW00012918,5/23/1972,0,,87,68
USW00012918,5/24/1972,0,,87,68
USW00012918,5/25/1972,0,,91,69
USW00012918,5/26/1972,0,,92,68
USW00012918,5/27/1972,0,,91,69
USW00012918,5/28/1972,0,,89,69
USW00012918,5/29/1972,0,,88,69
USW00012918,5/30/1972,0,,89,70
USW00012918,5/31/1972,0,,85,71
USW00012918,6/1/1972,0,,83,69
USW00012918,6/2/1972,0,,83,69
USW00012918,6/3/1972,0,,87,67
USW00012918,6/4/1972,0,,89,67
USW00012918,6/5/1972,0,,91,70
USW00012918,6/6/1972,0,,92,68
USW00012918,6/7/1972,0,,95,68
USW00012918,6/8/1972,0,,91,70
USW00012918,6/9/1972,0,,88,74
USW00012918,6/10/1972,2.15,,81,71
USW00012918,6/11/1972,0,,90,73
USW00012918,6/12/1972,0,,90,74
USW00012918,6/13/1972,0.07,,89,76
USW00012918,6/14/1972,0,,90,77
USW00012918,6/15/1972,0.08,,91,76
USW00012918,6/16/1972,3.62,,81,74
USW00012918,6/17/1972,0,,91,72
USW00012918,6/18/1972,0,,93,74
USW00012918,6/19/1972,0,,95,76
USW00012918,6/20/1972,0,,94,75
USW00012918,6/21/1972,0,,94,71
USW00012918,6/22/1972,0,,93,73
USW00012918,6/23/1972,0,,93,74
USW00012918,6/24/1972,0,,94,76
USW00012918,6/25/1972,0,,95,76
USW00012918,6/26/1972,0,,95,77
USW00012918,6/27/1972,0,,95,77
USW00012918,6/28/1972,0,,94,78
USW00012918,6/29/1972,0,,95,78
USW00012918,6/30/1972,0,,95,74
USW00012918,7/1/1972,0,,95,75
USW00012918,7/2/1972,0,,92,75
USW00012918,7/3/1972,0,,94,79
USW00012918,7/4/1972,0.38,,93,73
USW00012918,7/5/1972,0,,87,72
USW00012918,7/6/1972,0,,86,71
USW00012918,7/7/1972,0,,88,70
USW00012918,7/8/1972,0.31,,90,74
USW00012918,7/9/1972,0.38,,87,74
